rooms,area,city,private_offer,year,total_price,zmywarka,balkon,piwnica,telewizor,monitoring,oddzielna_kuchnia,garaz,teren_zamkniety,klimatyzacja,taras
1,54,Warszawa,1,2017.0,3900,1,0,1,1,1,0,1,1,1,1
2,45,Warszawa,0,2008.0,2400,0,1,0,0,1,0,1,0,0,0
2,60,Warszawa,0,1999.0,2900,0,1,0,0,1,1,1,0,0,0
2,38,Warszawa,1,2012.0,2200,1,1,0,1,0,0,1,1,0,0
2,38,Warszawa,0,2009.0,2000,0,1,0,0,0,1,1,0,1,0
2,38,Warszawa,0,2009.0,2000,0,1,0,0,0,1,1,0,0,0
2,40,Warszawa,1,2019.0,2919,1,0,0,0,1,0,0,1,0,0
2,43,Warszawa,1,2017.0,2500,1,1,0,1,1,0,0,1,0,0
2,34,Warszawa,0,2018.0,2500,1,1,0,1,1,0,1,0,1,1
1,21,Warszawa,0,2018.0,1410,1,1,0,1,1,0,1,0,1,1
1,30,Warszawa,1,2010.0,1500,0,1,0,1,1,0,0,1,0,0
2,46,Warszawa,1,2009.0,2400,1,0,0,0,1,0,1,1,0,1
1,25,Warszawa,1,2018.0,1700,1,0,0,0,0,0,0,0,0,0
2,35,Warszawa,1,1970.0,1880,0,0,0,0,0,1,0,0,0,0
3,97,Warszawa,1,2000.0,4380,1,1,1,0,1,0,1,1,0,0
2,49,Warszawa,1,2007.0,2400,1,0,1,0,1,0,0,0,0,0
1,38,Warszawa,1,2008.0,2250,1,0,0,1,0,0,1,1,0,0
1,30,Warszawa,0,2006.0,1600,0,0,0,0,1,0,1,0,0,0
1,26,Warszawa,1,1965.0,1400,0,0,0,0,0,0,0,0,0,0
3,61,Warszawa,0,2019.0,3100,1,1,1,0,1,1,1,0,0,0
2,44,Warszawa,0,2012.0,2800,0,1,0,0,1,1,1,0,0,0
4,100,Warszawa,0,2016.0,8501,0,0,0,0,1,1,1,0,0,0
4,106,Warszawa,0,2019.0,6900,1,1,0,0,0,1,1,0,0,0
2,40,Warszawa,1,2006.0,2100,1,1,0,1,1,0,0,1,0,0
1,27,Warszawa,1,2014.0,1850,1,0,0,1,0,1,0,1,0,1
1,35,Radom,1,2012.0,1300,0,0,0,0,0,0,1,1,0,0
2,49,Warszawa,1,2020.0,3030,1,1,0,1,0,1,1,1,0,0
2,42,Warszawa,1,2010.0,2600,1,1,0,1,1,0,1,1,0,0
3,140,Warszawa,0,2019.0,7000,0,1,0,0,0,0,1,0,0,0
2,49,Warszawa,1,2014.0,3149,1,1,0,1,1,0,1,1,1,0
2,43,Warszawa,1,2007.0,2300,1,1,1,1,1,0,1,1,0,0
2,38,Warszawa,0,1990.0,2000,0,0,0,0,0,0,0,0,0,0
4,95,Warszawa,0,1967.0,7500,0,0,0,0,0,0,0,0,0,0
2,78,Warszawa,0,2012.0,6800,0,0,0,0,1,0,1,0,0,0
2,34,Warszawa,1,1956.0,2270,0,0,0,0,0,1,0,0,0,0
4,126,Warszawa,0,2010.0,9800,0,0,0,0,0,0,1,0,0,0
3,78,Warszawa,0,2011.0,7000,0,0,0,0,1,0,0,0,0,0
3,91,Warszawa,0,2001.0,6751,0,1,0,0,1,0,1,0,0,0
4,127,Warszawa,0,2015.0,11500,0,1,0,0,0,0,1,0,1,1
2,41,Warszawa,0,2019.0,2930,0,1,0,0,0,1,0,0,0,0
4,96,Warszawa,0,1936.0,6500,0,1,0,0,0,1,0,0,0,0
2,45,Warszawa,1,2020.0,2600,1,1,0,1,1,0,1,0,0,0
4,123,Warszawa,0,2008.0,6000,0,1,0,0,1,0,0,0,0,0
3,109,Warszawa,0,2007.0,5700,0,1,0,0,1,0,0,0,0,0
2,100,Warszawa,0,2008.0,6751,0,0,0,0,1,0,1,0,0,0
2,50,Warszawa,0,2014.0,4500,0,0,0,0,1,0,1,0,0,0
2,39,Warszawa,1,1995.0,2500,1,1,1,0,1,0,0,1,0,0
2,50,Warszawa,1,2007.0,2300,0,1,0,1,1,1,1,1,0,1
2,40,Warszawa,0,1980.0,2000,0,0,0,0,0,0,0,0,0,0
2,40,Warszawa,0,1980.0,2200,0,0,0,0,0,0,0,0,0,0
3,67,Warszawa,1,2008.0,3200,1,1,0,1,0,0,1,0,0,0
3,101,Warszawa,1,2011.0,6000,1,1,0,0,1,0,1,1,0,0
2,36,Warszawa,0,1967.0,1950,0,0,0,0,0,0,0,0,0,0
2,36,Warszawa,0,2018.0,3200,0,1,0,0,1,0,1,0,0,0
2,62,Warszawa,1,2010.0,3400,1,1,0,0,1,0,1,1,0,0
2,48,Warszawa,1,2006.0,2550,1,1,0,0,1,0,1,1,0,0
2,39,Warszawa,0,2017.0,1947,0,0,0,0,0,0,0,0,0,0
2,39,Warszawa,0,2017.0,2497,0,1,0,0,0,0,0,0,0,0
2,39,Warszawa,0,2017.0,2790,0,1,0,0,0,0,0,0,0,0
3,66,Warszawa,0,2017.0,3727,0,1,0,0,0,0,0,0,0,0
4,164,Warszawa,0,2008.0,9900,0,1,0,0,0,0,1,0,0,0
1,24,Warszawa,1,2018.0,1730,0,0,0,0,0,0,1,0,0,0
2,56,Warszawa,0,2010.0,2500,0,1,0,0,1,0,0,0,0,0
1,39,Warszawa,1,1982.0,2000,1,1,0,0,1,1,1,1,0,0
2,37,Warszawa,1,2014.0,2700,1,1,0,0,1,0,1,1,0,0
3,63,Warszawa,0,2019.0,4100,0,0,0,0,1,0,1,0,0,0
2,30,Warszawa,0,1980.0,2250,0,0,0,0,0,0,0,0,0,0
2,40,Warszawa,0,1960.0,2000,0,0,0,0,0,0,0,0,0,0
2,69,Warszawa,0,1932.0,3500,0,1,0,0,0,0,0,0,0,0
3,78,Warszawa,0,2011.0,4800,0,1,0,0,1,0,1,0,0,0
1,26,Warszawa,1,2019.0,1680,0,1,0,0,0,0,0,0,0,0
2,55,Warszawa,1,2016.0,3000,1,1,0,1,1,0,1,1,0,0
2,51,Warszawa,0,2020.0,2500,0,1,0,0,1,0,1,1,0,0
2,41,Warszawa,0,2020.0,2200,0,1,0,0,1,0,1,0,0,0
1,28,Warszawa,0,2020.0,2000,1,1,0,0,1,0,0,0,0,0
2,36,Warszawa,1,2016.0,2060,0,1,1,0,1,0,1,1,0,0
1,24,Warszawa,1,2017.0,1899,0,1,0,1,1,0,1,1,0,0
2,42,Piaseczno,1,2011.0,2200,1,1,1,1,0,0,1,1,0,0
2,45,Warszawa,1,2001.0,2150,0,1,0,0,1,0,1,1,0,0
3,50,Warszawa,1,1950.0,3500,1,1,0,1,0,0,0,0,0,0
2,48,Warszawa,0,2003.0,2350,0,1,0,0,1,1,1,0,0,0
2,36,Warszawa,0,2017.0,2079,0,0,0,0,0,0,0,0,0,0
1,32,Warszawa,0,2010.0,1750,0,1,0,0,1,0,1,1,0,0
1,20,Warszawa,0,1950.0,1600,0,0,0,0,0,0,0,0,0,0
2,45,Warszawa,0,2014.0,2500,0,1,1,0,1,0,1,1,0,0
2,40,Warszawa,0,1960.0,2300,1,1,0,0,0,0,0,0,0,0
3,67,Warszawa,1,2009.0,3101,1,1,0,0,1,0,1,1,0,0
2,50,Warszawa,1,2013.0,2760,1,1,0,1,1,0,1,1,0,1
3,74,Warszawa,1,2005.0,4200,1,1,0,1,1,0,1,0,0,0
2,44,Warszawa,1,2019.0,2400,1,1,0,0,1,0,1,1,0,0
2,44,Warszawa,1,2016.0,2600,1,1,0,1,1,0,1,1,0,0
1,31,Warszawa,1,2018.0,1950,1,0,0,1,1,0,0,0,1,0
3,67,Warszawa,0,2020.0,3500,0,1,0,0,0,1,0,0,0,0
2,35,Warszawa,1,2013.0,2500,1,0,0,1,1,0,0,1,1,0
2,33,Warszawa,0,2017.0,1893,0,0,0,0,0,0,0,0,0,0
2,35,Warszawa,1,2013.0,2500,1,0,0,1,1,0,1,1,1,0
2,40,Warszawa,1,2016.0,2200,1,1,0,1,1,0,1,1,0,0
3,100,Warszawa,0,2008.0,8500,0,1,1,0,0,0,1,0,0,0
2,47,Warszawa,0,1976.0,2350,0,1,0,0,0,1,1,0,0,0
2,35,Warszawa,1,2013.0,2500,1,0,0,1,1,0,1,1,1,0
1,37,Warszawa,0,2007.0,2090,0,1,0,0,0,1,1,0,0,0
1,30,Warszawa,1,2019.0,1700,0,1,1,1,0,0,1,1,1,0
2,35,Warszawa,1,2013.0,2500,1,0,0,1,1,0,0,1,1,0
2,52,Warszawa,1,2007.0,2350,1,1,0,0,1,0,0,1,0,0
3,70,Warszawa,0,2010.0,3300,1,1,0,1,1,0,1,1,1,0
2,36,Warszawa,0,1967.0,2400,0,1,1,0,0,0,0,0,0,0
2,40,Warszawa,0,2018.0,2601,1,1,0,1,1,0,1,1,0,0
2,50,Warszawa,0,2018.0,3400,1,1,0,0,1,0,0,0,0,0
3,49,Warszawa,0,1975.0,2740,0,1,0,0,0,1,0,0,0,0
1,31,Warszawa,1,2018.0,1950,1,0,0,0,1,0,0,0,1,0
2,46,Warszawa,0,1936.0,2400,0,0,0,0,0,1,0,0,0,0
2,35,Warszawa,1,2015.0,2500,1,0,0,1,1,0,1,1,1,0
4,95,Warszawa,0,2018.0,5000,0,0,0,1,0,0,1,1,0,1
2,54,Warszawa,0,2010.0,2500,0,0,0,1,0,0,1,0,0,0
3,115,Warszawa,0,2005.0,8500,0,1,0,0,1,0,1,0,0,0
1,35,Warszawa,0,2008.0,2750,0,0,0,0,1,0,1,0,0,0
2,46,Warszawa,1,2016.0,2650,1,0,0,1,1,0,1,1,0,1
2,42,Warszawa,1,2017.0,2400,1,0,0,1,0,0,0,1,1,0
2,48,Warszawa,0,2020.0,2700,0,1,0,0,1,0,0,1,0,0
2,38,Warszawa,0,1960.0,2100,0,0,0,0,1,0,0,0,0,0
1,30,Warszawa,1,2018.0,1950,1,0,0,1,1,0,0,1,1,0
1,30,Warszawa,0,1950.0,1800,0,0,0,0,0,0,0,0,0,0
2,58,Warszawa,0,2010.0,4440,0,1,0,0,1,0,1,1,0,0
2,47,Warszawa,0,2019.0,2500,0,0,0,0,1,0,1,0,0,0
2,45,Warszawa,0,2016.0,2600,0,0,0,0,1,0,1,0,0,0
2,40,Warszawa,0,2016.0,2700,0,1,0,0,1,0,1,0,0,0
2,56,Warszawa,0,2012.0,5000,1,1,0,0,1,0,1,1,0,1
2,47,Warszawa,0,2020.0,2650,0,1,0,0,1,0,0,1,0,0
1,32,Warszawa,0,2019.0,2240,1,1,0,1,1,0,1,0,0,0
2,34,Warszawa,0,2019.0,2250,1,1,0,0,1,0,0,0,0,0
1,27,Warszawa,1,1976.0,1650,0,1,0,0,0,1,0,0,0,0
4,137,Warszawa,0,2000.0,6900,0,1,0,0,1,0,1,0,0,0
4,160,Warszawa,0,2006.0,12000,0,0,0,0,1,0,1,0,0,0
3,140,Warszawa,1,2019.0,7000,1,0,1,1,1,1,1,1,0,1
2,42,Warszawa,0,2020.0,2400,0,1,0,0,1,0,1,0,0,0
2,50,Warszawa,0,2019.0,3101,1,1,0,1,1,0,1,1,0,0
2,43,Warszawa,1,2020.0,2879,1,1,0,1,1,0,1,0,1,0
2,50,Warszawa,0,2012.0,2551,1,1,0,0,1,1,1,1,0,0
2,42,Warszawa,0,2020.0,2900,0,1,0,0,1,0,1,0,0,0
2,43,Warszawa,0,2018.0,2901,1,1,0,1,1,0,1,1,0,0
2,50,Warszawa,0,2008.0,2300,0,0,0,0,0,0,1,0,1,0
2,52,Warszawa,0,2019.0,2800,0,1,0,0,0,0,1,0,0,0
1,28,Warszawa,0,2020.0,2100,0,1,0,0,0,0,0,0,0,0
1,36,Warszawa,0,2010.0,1801,1,1,0,0,1,1,0,1,0,0
1,36,Warszawa,1,2000.0,1750,1,1,0,0,0,1,1,1,0,0
1,35,Warszawa,1,2007.0,1800,0,1,0,0,1,0,1,1,0,0
2,48,Warszawa,1,2006.0,2550,1,1,0,0,1,0,1,1,0,0
4,97,Warszawa,0,2012.0,4700,0,0,0,0,1,0,1,0,0,0
3,94,Warszawa,0,1911.0,4801,0,1,0,0,1,0,0,0,0,0
1,30,Warszawa,0,1940.0,1600,0,0,1,0,0,1,0,0,0,0
1,41,Warszawa,0,1950.0,3000,0,0,0,0,0,0,0,0,0,0
4,85,Piaseczno,1,2003.0,2600,1,1,0,0,0,0,1,0,0,0
3,64,Warszawa,0,2007.0,3350,0,0,0,0,0,0,1,0,0,1
1,34,Warszawa,0,1949.0,1900,0,1,0,0,1,0,0,0,0,0
2,40,Warszawa,0,2020.0,2300,0,1,0,0,1,0,1,1,0,0
1,25,Warszawa,1,2018.0,1700,0,0,0,0,0,0,0,0,0,0
2,43,Warszawa,1,2008.0,2700,0,1,1,0,1,0,1,1,1,0
2,37,Warszawa,0,2018.0,2400,0,1,0,0,1,0,1,0,0,0
2,70,Warszawa,0,1930.0,3699,0,0,0,0,0,0,0,0,0,0
2,46,Warszawa,1,2020.0,3590,1,1,0,1,1,0,1,1,1,0
1,25,Warszawa,1,1970.0,1800,0,1,0,0,0,1,0,1,0,0
2,52,Warszawa,0,2014.0,2700,0,1,0,0,1,0,1,0,0,0
2,40,Warszawa,1,1950.0,2300,1,0,1,1,0,0,0,0,0,0
2,50,Warszawa,0,1937.0,3200,0,0,1,0,0,0,0,1,0,0
2,49,Warszawa,1,1950.0,2601,1,1,1,0,0,1,0,1,0,0
2,45,Warszawa,0,2020.0,2400,0,1,0,0,0,0,1,1,0,0
1,28,Warszawa,1,1970.0,1800,0,0,0,0,0,0,0,0,0,0
3,122,Warszawa,0,2009.0,9662,0,1,0,0,1,0,0,0,0,0
2,50,Warszawa,0,1956.0,2400,0,1,0,0,0,0,0,0,0,0
4,53,Warszawa,1,1970.0,3400,0,1,1,0,0,0,0,0,0,0
1,25,Warszawa,1,1973.0,1800,0,1,1,0,0,0,0,0,0,0
1,37,Pruszków,0,2008.0,1900,0,1,0,0,1,0,0,0,0,0
2,57,Warszawa,0,2009.0,2600,0,1,0,0,1,0,1,1,0,0
2,42,Warszawa,0,1970.0,2200,0,1,0,0,1,0,0,0,0,0
2,40,Warszawa,1,2013.0,2000,1,1,0,0,1,0,1,1,0,0
3,100,Warszawa,0,2011.0,8000,0,0,0,0,0,0,0,0,0,0
1,38,Warszawa,1,2009.0,2000,0,0,0,0,1,0,0,0,0,0
2,56,Warszawa,1,2011.0,3700,1,1,0,1,1,0,1,0,0,0
2,28,Warszawa,1,1969.0,2300,0,1,0,1,1,0,1,0,0,1
4,117,Warszawa,1,2015.0,6900,1,0,0,1,1,0,1,1,0,1
2,38,Warszawa,0,1978.0,2300,0,1,0,0,0,0,0,0,1,0
3,47,Warszawa,1,1970.0,2137,0,1,0,0,0,0,0,0,0,0
3,55,Warszawa,1,2007.0,3300,1,1,0,1,0,0,1,0,0,0
4,97,Warszawa,1,2011.0,5399,1,1,0,1,1,0,1,1,0,0
1,28,Warszawa,1,2007.0,2216,1,1,0,0,1,0,1,1,0,0
2,33,Warszawa,1,2020.0,2756,1,1,0,0,1,0,1,0,0,0
2,54,Warszawa,0,2017.0,3560,1,1,0,1,1,1,1,0,1,0
3,78,Warszawa,1,2008.0,4150,1,1,0,1,1,0,1,1,0,1
1,31,Warszawa,1,2018.0,2199,1,0,0,1,1,0,1,1,0,0
3,46,Warszawa,1,2014.0,2600,1,1,0,1,1,1,1,0,0,1
1,37,Warszawa,1,2003.0,1850,0,1,0,0,0,1,0,1,0,0
4,60,Warszawa,0,2005.0,3600,0,0,0,0,1,0,1,0,0,0
2,44,Warszawa,0,2019.0,2980,1,1,0,1,1,0,1,1,1,0
2,40,Warszawa,1,2017.0,2350,1,1,0,1,1,0,1,1,0,1
2,36,Warszawa,0,2019.0,1901,1,0,0,0,1,0,0,1,0,0
4,44,Warszawa,1,2016.0,2300,0,1,0,1,0,0,0,0,0,0
2,34,Warszawa,1,2017.0,2250,1,1,0,1,1,0,1,1,0,0
2,29,Warszawa,1,1936.0,2500,1,0,1,1,0,0,1,0,0,0
2,50,Piaseczno,1,2010.0,1600,0,1,0,0,1,0,0,0,0,0
2,37,Warszawa,1,1958.0,2050,1,1,0,1,0,0,0,0,0,0
2,49,Warszawa,1,2003.0,2550,0,1,0,0,1,0,0,1,0,0
3,55,Warszawa,1,2012.0,2500,1,1,0,0,1,0,1,1,0,0
2,39,Warszawa,1,2000.0,1866,1,1,0,0,1,0,0,0,0,0
2,38,Warszawa,0,1966.0,1800,0,1,1,0,0,1,0,0,0,0
4,116,Warszawa,0,2013.0,9800,1,1,0,1,1,0,1,1,1,0
3,76,Warszawa,0,2010.0,4100,0,1,0,0,1,0,1,0,0,0
2,41,Warszawa,1,2020.0,2200,1,1,0,1,1,0,1,1,0,0
1,24,Warszawa,0,2020.0,1800,0,1,0,0,0,1,0,0,0,0
3,60,Warszawa,0,2005.0,3200,0,0,0,0,1,0,1,0,0,0
3,80,Warszawa,1,2012.0,4700,1,1,0,1,1,1,1,1,0,1
2,46,Warszawa,1,2020.0,3590,1,1,0,1,1,0,1,1,1,0
2,54,Warszawa,0,2012.0,3600,0,1,0,0,0,1,1,0,0,0
2,42,Warszawa,0,2018.0,2200,0,1,0,0,1,0,0,0,0,0
2,44,Warszawa,0,2018.0,2400,0,1,0,0,1,0,0,0,0,0
3,62,Warszawa,0,2017.0,4000,0,0,0,0,0,0,0,0,0,1
1,31,Warszawa,1,2019.0,2300,1,0,0,1,1,0,1,1,0,0
2,32,Warszawa,0,2018.0,2600,1,1,1,1,1,0,1,0,1,0
2,32,Warszawa,1,2017.0,1600,1,1,1,0,1,1,1,1,0,0
1,22,Warszawa,0,2018.0,1800,1,1,1,1,1,0,1,0,1,0
2,38,Warszawa,0,2017.0,2500,0,1,0,0,0,0,1,0,0,0
1,31,Warszawa,1,2016.0,2350,1,1,0,1,1,0,1,0,0,0
1,21,Warszawa,1,1980.0,1800,0,0,1,0,0,0,1,0,0,0
4,159,Warszawa,0,2000.0,11002,0,1,1,0,1,0,1,1,1,1
1,23,Warszawa,0,1920.0,1600,0,0,0,0,0,0,0,0,0,0
2,40,Pruszków,1,1961.0,1780,0,1,0,1,0,0,0,0,0,0
2,55,Warszawa,0,2014.0,4300,0,1,0,0,0,0,0,0,0,0
2,47,Warszawa,0,2017.0,3000,0,1,0,0,0,0,1,0,0,0
2,39,Warszawa,0,2016.0,2850,0,1,0,0,1,0,0,0,0,0
1,39,Warszawa,1,2003.0,2270,0,0,0,1,1,0,1,0,0,0
2,43,Warszawa,0,2014.0,2300,0,0,0,0,1,0,1,0,0,0
2,40,Warszawa,0,1957.0,2300,0,0,1,0,0,0,0,0,0,0
3,52,Warszawa,0,1954.0,3100,0,1,1,0,0,0,0,0,0,0
3,56,Warszawa,0,2000.0,2600,0,1,0,1,1,0,1,1,0,0
2,38,Warszawa,1,2017.0,2800,1,1,0,0,1,0,1,1,1,0
2,50,Warszawa,1,2015.0,2300,1,0,0,0,1,0,1,1,0,0
1,27,Warszawa,0,2000.0,1600,0,1,0,0,0,0,1,0,0,0
1,30,Warszawa,0,2019.0,2299,0,0,0,0,1,0,0,0,0,0
2,35,Warszawa,0,2018.0,1966,1,1,0,1,1,0,1,0,0,0
3,77,Warszawa,0,2010.0,5500,0,1,0,0,0,0,1,1,0,1
3,76,Radom,1,2019.0,3110,1,1,0,1,0,0,1,1,0,1
2,51,Warszawa,1,1980.0,2600,1,1,1,1,0,0,0,0,0,0
2,33,Warszawa,1,2008.0,2250,0,1,0,0,1,0,1,1,0,0
2,36,Warszawa,1,2019.0,2100,0,0,0,1,1,1,1,0,0,0
1,42,Warszawa,0,2008.0,2500,0,1,0,1,1,0,0,0,0,0
2,47,Warszawa,0,2012.0,2300,0,1,0,1,1,0,1,1,0,0
2,35,Warszawa,0,2010.0,2150,1,0,0,1,1,0,1,1,0,1
3,53,Warszawa,0,1999.0,2950,0,1,0,0,1,0,0,0,0,0
2,40,Warszawa,0,2018.0,2350,0,1,0,0,1,0,0,0,0,0
2,45,Warszawa,0,1980.0,2100,0,1,0,0,0,1,1,0,0,0
3,60,Warszawa,0,2017.0,3250,1,1,0,0,1,0,1,1,0,0
3,72,Warszawa,0,2000.0,4800,0,1,0,0,1,0,1,0,0,0
3,58,Warszawa,0,2020.0,3000,1,1,0,0,1,0,1,1,0,0
2,50,Warszawa,1,1928.0,3200,1,0,0,1,0,0,0,0,0,0
2,47,Warszawa,1,2016.0,2750,1,1,0,1,1,0,1,1,0,0
3,69,Warszawa,0,2014.0,3550,1,0,0,0,1,0,1,1,0,0
2,50,Warszawa,0,2010.0,2800,1,1,0,0,1,0,1,1,0,0
4,125,Warszawa,0,2008.0,7500,0,0,0,0,1,0,1,0,0,0
1,35,Warszawa,1,1955.0,2000,0,0,1,0,0,1,0,0,0,0
2,28,Warszawa,1,1969.0,2300,0,1,0,1,1,0,1,0,0,1
2,60,Warszawa,0,2016.0,3000,0,1,0,0,0,0,1,0,0,0
1,30,Warszawa,0,1946.0,2065,0,0,1,0,0,0,1,0,0,0
3,91,Warszawa,0,2010.0,8000,0,0,1,0,0,0,1,0,0,0
2,44,Warszawa,0,2020.0,3999,0,0,0,0,0,0,1,0,0,0
2,50,Warszawa,1,2020.0,4250,1,1,0,1,1,0,1,0,0,0
2,52,Warszawa,0,2008.0,3200,0,0,0,0,0,0,0,0,0,1
3,57,Warszawa,0,1980.0,3499,1,1,0,0,0,0,0,0,0,0
3,78,Warszawa,1,2008.0,4150,1,1,0,1,1,0,1,1,0,1
2,40,Pruszków,1,1961.0,1780,0,1,0,1,0,0,0,0,0,0
3,55,Radom,1,2018.0,2400,1,0,1,1,0,0,1,1,1,0
2,48,Warszawa,0,1935.0,2200,0,0,0,0,0,0,0,0,0,0
3,63,Warszawa,0,1900.0,5200,1,1,0,1,0,0,0,0,0,0
2,50,Warszawa,0,2019.0,4001,1,1,0,1,1,0,1,1,0,0
3,83,Warszawa,0,2014.0,5500,1,1,0,1,1,0,1,1,0,1
2,45,Warszawa,0,2016.0,2800,0,1,0,0,0,0,0,0,0,0
3,62,Pruszków,1,2008.0,2600,1,1,1,0,0,0,0,0,0,0
4,86,Warszawa,1,2018.0,4900,1,1,0,1,1,0,1,1,1,0
2,44,Warszawa,0,1954.0,2100,0,0,0,0,1,0,0,0,0,0
2,37,Warszawa,0,2004.0,2100,0,1,0,0,0,0,0,0,0,0
2,40,Warszawa,0,1970.0,2700,1,0,1,1,0,0,0,0,0,0
1,27,Warszawa,1,1968.0,1980,0,0,1,1,0,1,0,0,0,0
2,45,Warszawa,1,2010.0,2400,1,1,0,0,1,1,0,0,0,0
2,42,Warszawa,1,1935.0,1900,0,0,1,0,0,0,0,0,0,0
2,51,Warszawa,1,1980.0,2600,1,1,1,1,0,0,0,0,0,0
1,30,Warszawa,1,2018.0,2300,1,1,0,0,1,0,1,1,0,0
3,39,Warszawa,1,2020.0,2490,1,0,1,1,0,0,0,1,0,0
2,53,Warszawa,0,2018.0,3450,1,0,0,1,1,0,1,1,0,1
2,50,Warszawa,0,2014.0,3301,1,0,1,0,1,0,1,1,0,1
1,28,Warszawa,0,2020.0,2100,0,1,0,0,0,0,0,0,0,0
2,44,Warszawa,1,1980.0,2100,0,1,0,0,0,1,0,0,0,0
3,62,Warszawa,0,1950.0,2801,0,0,0,0,0,0,0,0,0,0
2,50,Warszawa,0,1935.0,2820,0,0,1,0,0,1,0,0,0,0
2,42,Warszawa,1,1975.0,2100,0,0,1,1,0,1,0,0,0,1
2,53,Warszawa,0,2019.0,2500,0,1,0,0,0,0,1,0,0,0
2,43,Warszawa,0,2017.0,2350,0,1,0,0,0,0,1,0,0,0
2,36,Warszawa,1,2019.0,2851,1,1,0,1,1,0,0,1,1,0
1,25,Warszawa,1,2018.0,1700,0,0,0,0,0,0,0,0,0,0
2,43,Warszawa,0,2018.0,2600,1,1,0,0,0,0,0,0,0,0
4,48,Warszawa,0,1970.0,2500,0,1,0,0,0,0,0,0,0,0
2,36,Warszawa,0,1969.0,1850,0,1,0,0,0,0,0,0,0,0
2,36,Warszawa,0,1972.0,1950,0,0,0,0,0,0,0,0,0,0
1,30,Warszawa,0,1963.0,1600,0,0,0,0,0,0,0,0,0,0
2,40,Warszawa,0,2001.0,2199,1,1,0,1,1,0,1,0,0,0
3,60,Warszawa,0,2018.0,3300,0,1,0,0,0,0,1,0,0,0
2,50,Warszawa,0,1950.0,2300,0,0,0,0,0,0,0,0,0,0
2,40,Warszawa,1,2017.0,2350,1,1,0,1,1,0,1,1,0,1
2,39,Warszawa,0,2006.0,1900,0,1,0,0,0,0,0,0,0,0
2,40,Warszawa,1,2017.0,2000,1,1,0,0,1,0,1,1,1,0
3,77,Warszawa,0,2008.0,4500,0,1,0,1,0,1,1,1,0,1
1,25,Warszawa,1,1975.0,2000,0,1,0,0,1,0,0,1,0,0
1,25,Warszawa,1,1956.0,1750,0,0,0,1,0,0,1,1,0,0
3,56,Warszawa,0,2000.0,2600,0,1,0,1,1,0,1,1,0,0
1,25,Warszawa,1,1956.0,1750,0,0,0,1,0,0,1,1,0,0
1,23,Warszawa,1,2020.0,1850,0,0,0,0,1,0,1,0,0,0
1,38,Warszawa,0,2004.0,1850,0,1,0,0,1,0,0,0,0,0
1,43,Warszawa,0,2017.0,2832,0,1,0,0,0,0,1,0,0,0
2,33,Warszawa,1,2019.0,2650,1,0,0,1,0,0,1,0,0,0
2,40,Warszawa,0,2017.0,3053,0,1,0,0,0,0,0,0,0,0
2,34,Warszawa,1,2017.0,2320,1,1,0,1,1,0,0,1,0,0
2,48,Piaseczno,1,2009.0,1760,0,1,0,0,1,0,1,0,0,0
2,50,Warszawa,0,1960.0,2950,1,0,0,0,0,0,0,0,0,0
1,24,Warszawa,1,2020.0,1300,0,1,0,0,1,0,0,0,0,0
1,30,Warszawa,0,2020.0,1500,1,0,0,0,0,0,1,1,0,0
1,32,Warszawa,1,2005.0,2000,0,1,0,1,1,0,0,0,0,0
1,27,Warszawa,0,1965.0,1800,0,0,0,0,0,0,0,0,0,0
2,46,Warszawa,0,2003.0,2100,0,1,0,0,1,0,1,1,0,0
1,30,Warszawa,1,1969.0,2000,1,0,0,0,0,0,0,1,0,0
1,35,Warszawa,1,2004.0,2130,0,1,0,0,0,0,0,1,0,0
4,78,Warszawa,1,1990.0,3900,1,1,0,0,1,1,1,0,0,0
2,59,Warszawa,1,2010.0,3090,1,1,0,1,1,0,0,1,1,1
2,46,Warszawa,0,2009.0,3300,0,0,0,0,0,0,1,0,0,0
2,32,Warszawa,1,2020.0,2300,1,0,0,1,1,0,0,1,1,0
2,42,Warszawa,1,2020.0,2600,1,1,0,0,0,0,1,0,0,0
2,38,Warszawa,0,1990.0,2000,0,0,0,0,0,0,0,0,0,0
3,63,Warszawa,0,2019.0,4100,0,0,0,0,1,0,1,0,0,0
3,54,Warszawa,0,2016.0,4500,1,1,0,1,1,0,1,1,0,0
2,47,Warszawa,1,2016.0,2750,1,1,0,1,1,0,1,1,0,0
3,39,Warszawa,1,2020.0,2490,1,0,1,1,0,0,0,1,0,0
2,36,Warszawa,0,2019.0,1901,1,0,0,0,1,0,0,1,0,0
2,45,Warszawa,0,2020.0,2400,0,1,0,0,1,0,1,0,0,0
2,39,Warszawa,0,1936.0,2600,0,1,0,0,0,0,0,0,0,0
2,46,Warszawa,0,1955.0,2500,1,0,0,0,0,1,0,0,0,0
2,53,Warszawa,0,2019.0,2900,0,1,0,0,0,0,1,0,0,0
3,64,Warszawa,1,2016.0,3900,1,1,0,1,1,0,1,1,0,0
2,41,Warszawa,0,1992.0,2000,0,1,0,0,0,1,0,0,0,0
2,42,Warszawa,1,1969.0,2300,0,1,0,1,1,1,0,0,0,0
2,32,Warszawa,0,1964.0,2000,0,0,0,0,0,1,0,0,0,0
2,48,Warszawa,1,2015.0,2700,1,1,0,1,1,0,1,1,0,0
1,35,Warszawa,0,2008.0,2750,0,0,0,0,1,0,1,0,0,0
