rooms,area,city,private_offer,year,total_price,zmywarka,balkon,piwnica,telewizor,monitoring,oddzielna_kuchnia,garaz,teren_zamkniety,klimatyzacja,taras
2,37,Kraków,1,2019.0,2150,1,1,0,0,0,1,1,0,0,0
2,42,Kraków,0,2018.0,2340,0,1,0,0,0,1,1,0,0,0
1,32,Kraków,0,2005.0,1420,0,0,1,0,1,0,0,0,0,0
2,47,Kraków,0,1970.0,2000,0,0,0,0,0,0,0,0,1,0
1,39,Kraków,0,2004.0,1350,0,1,0,0,0,0,0,0,0,0
3,69,Kraków,0,2000.0,2700,0,1,0,0,0,0,1,0,0,0
3,73,Kraków,0,2008.0,2800,0,1,1,0,1,0,1,0,0,0
1,36,Kraków,0,2014.0,1800,0,1,0,0,1,0,0,0,0,0
1,24,Kraków,0,1960.0,950,0,0,0,0,0,0,0,0,0,0
2,35,Kraków,0,1900.0,1800,0,0,0,0,0,0,0,0,0,0
1,33,Kraków,0,2017.0,1700,1,0,0,0,0,0,0,0,0,0
1,40,Kraków,0,1920.0,2580,0,1,0,0,0,0,0,0,0,0
1,28,Kraków,0,2018.0,1950,0,1,0,0,0,0,0,0,0,0
4,90,Kraków,0,2018.0,5500,0,1,0,0,1,0,1,0,0,0
3,95,Kraków,0,2015.0,5000,0,0,0,0,1,0,1,0,0,0
1,37,Kraków,0,2019.0,2218,0,1,0,0,1,0,1,0,0,0
3,40,Kraków,0,2020.0,2780,0,1,0,0,1,0,1,0,0,0
3,75,Kraków,0,2015.0,2880,0,1,0,0,1,0,0,0,0,0
3,48,Kraków,0,2003.0,2200,0,1,0,0,0,0,0,0,0,0
2,45,Kraków,0,2010.0,2000,0,1,0,0,0,0,1,0,0,0
3,57,Kraków,0,2006.0,2580,0,1,0,0,1,0,0,0,0,0
2,51,Kraków,0,2020.0,2400,0,1,0,0,1,0,1,0,0,0
3,67,Kraków,0,2020.0,3000,0,1,0,0,1,0,1,0,0,0
3,130,Kraków,0,2013.0,5900,1,1,0,0,1,1,0,0,1,0
2,47,Kraków,0,2007.0,2120,0,1,1,0,1,0,1,0,0,0
4,152,Kraków,0,1927.0,7000,0,0,0,0,0,0,0,0,0,0
1,18,Kraków,0,2011.0,1000,0,0,0,0,0,0,0,0,0,0
2,43,Kraków,0,2007.0,1650,0,1,0,0,0,1,0,0,0,0
2,34,Kraków,0,2012.0,1700,0,1,0,0,0,0,0,0,0,0
2,56,Kraków,0,2007.0,2200,0,0,0,0,0,1,0,0,0,0
1,35,Kraków,0,1980.0,1300,0,1,0,0,0,0,0,0,0,0
2,35,Kraków,0,2010.0,1640,0,1,0,0,0,0,1,0,0,0
2,44,Kraków,0,2016.0,1950,0,1,0,0,0,0,1,0,0,0
2,39,Kraków,0,2012.0,2180,0,0,0,0,0,0,0,1,0,0
3,46,Kraków,0,1975.0,1590,0,1,0,0,0,1,0,0,0,0
2,41,Kraków,0,2018.0,2300,0,1,0,0,0,0,1,0,0,0
3,70,Kraków,0,2009.0,3450,0,1,0,0,1,0,1,0,0,0
2,62,Kraków,0,2010.0,2400,0,1,0,0,1,1,0,0,0,0
3,60,Kraków,0,2019.0,3700,1,1,1,1,1,1,1,1,1,0
2,48,Kraków,0,2013.0,2360,0,1,1,0,0,0,1,0,0,0
1,34,Kraków,0,2003.0,1300,0,0,0,0,0,0,0,0,0,0
2,43,Kraków,0,2019.0,1550,0,1,0,0,0,0,1,0,0,0
2,42,Kraków,0,2016.0,2500,0,1,0,0,1,0,1,0,0,0
2,50,Kraków,1,2018.0,1800,0,1,0,0,0,1,0,0,0,0
2,41,Kraków,1,2018.0,1935,1,1,0,1,1,1,1,1,0,0
1,24,Kraków,0,1900.0,1400,0,0,0,0,0,1,0,0,0,0
2,27,Kraków,0,1938.0,1000,0,0,0,0,0,0,1,0,0,0
3,55,Kraków,0,2019.0,2750,0,1,0,0,0,0,1,0,0,0
3,81,Kraków,0,2009.0,3600,0,0,0,0,1,0,1,0,0,0
3,71,Kraków,0,2007.0,3000,0,1,0,0,1,0,1,1,0,0
2,42,Kraków,0,2020.0,2100,0,1,0,0,0,0,0,0,0,0
3,50,Kraków,0,1920.0,2000,0,0,0,0,0,0,0,0,0,0
2,45,Kraków,0,2009.0,1800,0,1,0,0,1,0,1,0,0,0
2,45,Kraków,0,1950.0,2000,0,0,0,0,0,0,0,0,0,0
1,34,Kraków,0,2008.0,1460,0,1,0,0,0,0,0,0,0,0
1,26,Kraków,0,2016.0,1300,0,0,0,0,0,0,0,0,0,0
2,46,Kraków,0,2017.0,1750,0,1,0,0,1,1,1,0,0,0
2,52,Kraków,0,2018.0,2950,1,1,0,0,0,0,0,0,0,0
2,36,Kraków,0,2017.0,1900,0,1,0,0,1,0,1,0,0,0
2,38,Kraków,1,2013.0,1900,0,1,0,0,0,0,1,0,0,0
1,32,Kraków,1,2017.0,1785,1,1,0,0,1,0,0,1,0,0
1,34,Kraków,0,1926.0,1400,0,0,0,0,0,1,0,0,0,0
2,38,Kraków,0,2018.0,2000,1,1,0,1,0,0,0,0,0,0
3,83,Kraków,0,2017.0,4800,0,0,0,0,1,0,1,0,0,0
2,50,Kraków,0,2015.0,2050,0,1,0,0,1,0,1,0,0,0
1,32,Kraków,0,1980.0,1400,0,0,1,0,0,0,1,0,0,0
2,52,Kraków,0,2015.0,2200,1,1,0,0,1,1,0,0,0,0
2,43,Kraków,0,2020.0,2400,0,0,0,0,1,0,1,0,0,0
4,140,Kraków,0,2009.0,8401,0,1,1,0,0,0,1,0,0,0
3,78,Kraków,0,2013.0,5150,0,0,0,0,0,0,1,0,0,0
3,82,Kraków,0,2009.0,3200,0,0,0,0,0,0,0,0,0,0
1,20,Kraków,0,1970.0,1101,0,0,0,0,0,0,0,0,0,0
1,25,Kraków,0,1970.0,1401,0,1,0,0,0,0,0,0,0,0
2,44,Kraków,0,2020.0,2100,1,0,0,0,0,0,0,0,0,0
2,51,Kraków,0,2020.0,2280,1,0,0,0,0,0,0,0,0,0
3,55,Kraków,0,2020.0,2630,1,0,0,0,0,0,0,0,1,0
2,35,Kraków,0,2020.0,2000,1,0,0,0,0,0,0,0,1,0
2,44,Kraków,0,2020.0,1900,0,1,0,0,0,0,0,0,0,0
2,54,Kraków,0,2012.0,2270,0,1,0,0,0,0,0,0,0,0
1,42,Kraków,0,2009.0,1840,0,1,0,0,1,0,1,0,0,0
2,40,Kraków,0,2020.0,2000,0,1,0,0,1,0,1,0,0,0
2,43,Kraków,0,2017.0,1700,0,1,0,0,0,0,1,0,0,0
2,50,Kraków,0,2020.0,2000,0,0,0,0,0,0,0,0,0,0
3,80,Kraków,0,1905.0,3400,0,1,1,0,0,1,1,0,0,0
1,30,Kraków,0,1950.0,1250,0,0,0,0,0,1,0,0,0,0
2,51,Kraków,0,2008.0,2050,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,2014.0,2100,0,1,0,0,1,0,0,0,0,0
5,94,Kraków,0,2017.0,5550,0,0,0,1,1,0,1,0,1,0
2,44,Kraków,0,2019.0,2070,0,1,0,0,0,0,1,0,0,0
4,46,Kraków,0,2010.0,3300,0,0,0,0,1,0,0,1,0,0
2,38,Kraków,0,2014.0,1850,0,0,0,0,1,0,0,0,0,0
1,28,Kraków,0,1970.0,1800,0,0,0,0,0,0,1,0,0,0
3,67,Kraków,0,2016.0,3600,0,1,0,0,1,0,1,0,0,0
2,42,Kraków,0,2016.0,2570,0,0,0,0,1,0,1,0,0,0
2,55,Kraków,0,2010.0,2450,0,1,0,0,0,0,0,0,0,0
1,23,Kraków,0,2018.0,1400,0,0,0,1,1,0,0,1,0,0
2,46,Kraków,0,2006.0,1700,0,1,0,0,0,0,1,0,0,0
3,69,Kraków,0,2019.0,4623,1,0,1,1,1,1,1,0,0,0
1,38,Kraków,0,1938.0,1400,0,1,0,0,0,1,0,0,0,0
4,90,Kraków,0,2016.0,4400,0,1,0,0,1,0,1,0,0,0
1,41,Kraków,1,2008.0,1820,1,1,0,1,0,0,1,1,0,0
2,46,Kraków,1,2017.0,2060,1,1,0,0,0,0,0,0,0,0
2,36,Kraków,0,2017.0,2200,0,0,0,0,0,0,1,0,0,0
2,37,Kraków,0,2016.0,2400,0,1,0,0,0,0,0,0,0,0
1,36,Kraków,0,2000.0,1600,0,0,0,0,0,0,0,0,0,0
2,65,Kraków,0,2010.0,3650,0,1,0,0,1,1,1,0,0,0
2,57,Kraków,0,2010.0,2450,0,1,0,0,0,1,1,0,0,0
2,48,Kraków,0,2019.0,2000,0,0,0,0,0,0,1,0,0,0
3,72,Kraków,0,2015.0,2500,0,1,0,0,0,0,0,0,0,0
2,57,Kraków,0,1900.0,2200,1,0,0,0,1,1,0,0,1,0
2,37,Kraków,0,2018.0,2100,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,2017.0,1650,0,1,0,0,0,1,0,0,0,0
2,39,Kraków,1,2018.0,1800,0,1,0,1,0,1,0,0,0,1
2,38,Kraków,0,2019.0,1900,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,2019.0,2100,0,1,0,0,1,0,1,0,0,0
2,42,Kraków,0,2019.0,2000,0,1,0,0,1,0,1,0,0,0
1,34,Kraków,0,2009.0,1750,0,0,0,0,0,1,0,0,0,0
3,72,Kraków,0,2016.0,3300,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,1910.0,1550,0,0,0,0,0,0,0,0,0,0
3,49,Kraków,0,1980.0,2400,0,1,0,0,0,1,0,0,0,0
2,43,Kraków,0,2020.0,1950,0,0,0,0,1,0,1,0,0,0
2,38,Kraków,0,1975.0,1450,0,1,1,0,0,0,0,0,0,0
3,54,Kraków,0,2017.0,3350,0,0,0,1,1,0,1,0,1,0
1,27,Kraków,0,2016.0,1800,0,0,0,1,0,0,0,0,0,0
2,38,Kraków,0,2019.0,2455,1,1,0,0,1,0,1,1,0,0
3,65,Kraków,0,2010.0,3100,0,1,0,0,0,1,1,0,0,0
2,40,Kraków,0,2019.0,2400,0,0,0,0,0,0,1,0,0,1
2,37,Kraków,0,1900.0,2250,0,0,0,0,0,0,0,0,0,0
2,37,Kraków,0,1900.0,2300,0,0,0,0,0,0,0,0,0,0
2,45,Kraków,0,1900.0,2400,0,0,0,0,0,0,0,0,0,0
3,42,Kraków,0,1908.0,1900,0,0,0,1,0,0,0,0,0,0
2,38,Kraków,0,2007.0,1500,0,1,0,0,0,1,0,0,0,0
1,36,Kraków,0,2010.0,1300,0,1,0,0,1,0,1,0,0,0
2,36,Kraków,0,2017.0,1400,0,0,0,0,0,0,1,0,0,0
2,31,Kraków,0,2018.0,2100,0,0,0,0,0,0,0,0,0,0
2,55,Kraków,0,2017.0,2100,0,1,0,0,0,0,0,0,0,0
2,36,Kraków,0,1970.0,1470,0,0,1,0,0,0,1,0,0,0
1,18,Kraków,0,1910.0,1000,0,0,0,0,0,0,0,0,0,0
1,34,Kraków,0,2000.0,1200,0,0,1,0,0,1,1,0,0,0
2,36,Kraków,1,2019.0,1600,0,1,0,0,0,0,0,0,0,0
1,24,Kraków,1,2009.0,1730,0,0,0,1,0,0,1,0,0,0
2,50,Kraków,0,2019.0,2700,0,0,0,0,0,0,1,0,0,0
3,78,Kraków,0,2015.0,3350,0,0,1,0,0,0,1,0,0,0
2,50,Kraków,0,2019.0,3100,1,1,1,1,1,1,1,1,1,0
2,51,Kraków,0,2019.0,2300,0,1,0,0,1,0,1,0,0,0
2,39,Kraków,0,1977.0,1400,0,1,1,0,0,1,0,0,0,0
2,40,Kraków,0,2000.0,1580,0,1,0,0,0,0,1,0,0,0
1,38,Kraków,0,2015.0,1500,0,1,0,0,0,0,1,0,0,0
1,36,Kraków,0,1920.0,2402,0,0,0,0,0,0,0,0,0,0
2,150,Kraków,0,2020.0,5900,1,1,0,1,0,0,0,0,1,0
2,52,Kraków,0,1960.0,2000,1,1,0,0,0,1,0,0,0,0
2,52,Kraków,0,2008.0,2050,0,1,1,0,0,1,1,0,0,0
2,60,Kraków,1,2015.0,4201,1,1,0,1,1,0,1,1,1,0
2,45,Kraków,0,2016.0,1900,0,1,0,0,1,0,1,0,0,0
2,54,Kraków,0,2015.0,2400,0,0,0,0,1,0,1,0,0,0
2,45,Kraków,0,2018.0,1800,0,1,0,0,1,1,0,0,0,0
1,36,Kraków,0,2015.0,2200,0,1,0,0,0,0,0,0,0,0
3,40,Kraków,0,2019.0,2500,0,1,0,0,1,0,0,0,0,0
1,28,Kraków,0,2016.0,1600,0,0,0,0,1,0,1,0,0,0
3,64,Kraków,0,2015.0,2589,0,0,1,0,0,0,1,0,0,0
1,36,Kraków,0,1950.0,1400,0,1,0,0,0,1,0,0,0,0
2,40,Kraków,0,2014.0,1800,0,0,0,0,0,0,0,0,0,0
2,38,Kraków,0,1980.0,1600,0,1,0,0,0,0,1,0,0,0
1,35,Kraków,0,1935.0,1500,0,0,0,0,0,1,0,0,0,0
3,48,Kraków,0,2016.0,2600,0,1,0,0,1,0,1,0,0,0
1,26,Kraków,1,2018.0,1600,0,0,0,0,1,0,0,1,0,1
3,96,Kraków,0,1920.0,5001,0,1,1,0,0,1,1,0,0,0
2,40,Kraków,0,2017.0,1800,0,1,0,0,0,0,1,0,0,0
2,50,Kraków,0,2019.0,1990,0,1,0,0,0,0,1,0,0,0
2,54,Kraków,0,2007.0,3674,0,0,0,0,1,0,0,0,0,0
3,60,Kraków,0,2018.0,3500,0,1,0,0,1,0,0,0,0,0
2,38,Kraków,0,2000.0,1800,0,0,0,0,0,1,1,0,0,0
2,43,Kraków,0,2020.0,2000,0,1,0,0,0,0,1,0,0,0
2,56,Kraków,0,2007.0,3694,0,0,0,0,1,0,0,0,0,0
2,49,Kraków,0,2007.0,3434,0,0,0,0,1,0,0,0,0,0
2,56,Kraków,0,2016.0,2260,0,1,0,0,0,1,1,0,0,0
3,55,Kraków,0,2017.0,2000,0,1,0,0,0,0,0,0,0,0
1,29,Kraków,0,1935.0,1100,0,0,0,0,0,1,0,0,0,0
2,37,Kraków,0,2018.0,1950,0,0,0,0,1,0,1,0,0,0
3,48,Kraków,0,1975.0,2300,0,1,1,0,0,0,0,0,0,0
4,100,Kraków,0,2000.0,4000,1,0,0,0,0,0,1,0,0,1
2,47,Kraków,1,2006.0,2500,1,1,0,1,0,0,0,0,0,0
2,40,Kraków,1,2018.0,1810,0,1,0,0,1,0,1,0,0,0
3,60,Kraków,0,1980.0,2300,0,1,0,0,0,1,0,0,0,0
3,56,Kraków,0,2016.0,2700,0,0,0,0,0,0,1,0,0,0
2,34,Kraków,0,2011.0,1500,0,1,0,0,0,0,0,0,0,0
2,37,Kraków,0,2018.0,2000,0,0,0,0,1,0,1,0,0,0
1,32,Kraków,0,2019.0,1400,0,1,0,0,0,0,1,0,0,0
2,52,Kraków,0,2000.0,2050,0,1,0,0,0,1,1,0,1,0
1,25,Kraków,0,2017.0,1550,0,1,1,0,0,0,1,0,0,0
3,48,Kraków,0,1999.0,2999,1,0,0,1,0,0,0,0,0,0
2,45,Kraków,0,1910.0,2000,0,0,0,0,0,0,0,0,0,0
1,41,Kraków,1,2008.0,1820,1,1,0,1,0,0,1,1,0,0
1,29,Kraków,0,2018.0,1900,0,1,0,0,0,0,1,0,0,0
2,50,Kraków,0,2010.0,2150,0,0,0,0,0,1,1,0,0,0
2,44,Kraków,0,1936.0,2010,0,1,0,0,0,0,0,0,0,0
2,46,Kraków,0,2018.0,2100,0,1,0,0,0,0,0,0,0,0
2,38,Kraków,0,2018.0,1780,0,1,0,0,1,0,0,0,0,0
2,38,Kraków,0,2019.0,2500,0,0,0,0,0,0,1,0,0,0
2,42,Kraków,0,2016.0,1900,0,1,0,0,1,0,1,0,0,0
2,62,Kraków,0,2009.0,3540,0,1,0,0,1,0,1,0,0,0
2,36,Kraków,0,2019.0,2250,1,1,0,1,1,0,1,1,0,0
2,39,Kraków,0,2019.0,2420,1,1,0,1,1,0,0,1,0,0
2,36,Kraków,0,2020.0,2150,0,1,1,0,1,0,1,0,0,0
2,44,Kraków,0,2012.0,1600,0,1,0,0,1,0,1,0,0,0
3,70,Kraków,0,2017.0,4000,1,1,0,1,1,0,1,0,0,0
2,50,Kraków,0,2018.0,2200,0,1,0,0,0,1,1,0,0,0
2,46,Kraków,1,2018.0,2149,1,1,0,1,1,1,1,0,0,0
3,51,Kraków,1,2020.0,3000,1,1,0,0,1,1,0,0,0,0
3,81,Kraków,0,2001.0,3800,0,1,0,0,1,0,1,0,0,0
2,43,Kraków,0,2014.0,1950,0,1,0,0,0,0,0,0,0,1
2,38,Kraków,0,1975.0,1575,0,0,0,0,0,0,0,0,0,0
3,70,Kraków,0,2007.0,3400,0,1,0,0,0,0,1,0,0,0
2,46,Kraków,0,2019.0,1750,0,1,0,0,1,1,0,0,0,0
1,24,Kraków,0,1920.0,1200,0,0,0,0,0,0,0,0,0,0
2,50,Kraków,0,2005.0,1800,0,1,0,0,0,1,1,0,0,0
1,30,Kraków,0,1920.0,1200,0,0,0,0,0,0,0,0,0,0
3,80,Kraków,0,2012.0,3800,0,1,0,0,1,0,1,0,0,0
4,120,Kraków,0,2017.0,7500,0,1,0,0,1,0,1,0,0,0
3,65,Kraków,0,2016.0,3500,0,1,0,0,1,0,0,0,0,0
2,32,Kraków,0,1936.0,1600,0,0,0,0,0,0,0,0,0,0
2,44,Kraków,0,2018.0,2000,0,1,0,0,0,0,0,0,0,0
4,93,Kraków,0,2018.0,5200,0,1,0,0,1,0,1,0,0,0
2,57,Kraków,0,2008.0,2150,0,1,0,0,1,1,0,0,0,0
2,33,Kraków,0,2020.0,1950,0,1,0,0,1,0,1,0,0,0
2,46,Kraków,0,2019.0,2965,1,1,0,0,1,0,1,1,0,0
2,39,Kraków,0,2015.0,2070,0,1,0,0,0,0,0,0,0,0
5,113,Kraków,0,1906.0,4650,0,1,0,0,0,1,0,0,0,0
2,56,Kraków,0,2014.0,3170,0,1,0,0,1,0,0,0,0,0
4,84,Kraków,0,2009.0,4001,1,0,0,0,0,1,1,0,1,1
2,42,Kraków,0,2015.0,1700,0,1,0,0,1,0,0,0,0,0
1,24,Kraków,1,1970.0,1000,0,0,1,0,0,0,0,0,0,0
1,32,Kraków,0,2020.0,1400,0,1,0,0,0,0,0,0,0,0
2,50,Kraków,0,2018.0,2400,1,1,0,0,1,1,0,0,0,0
2,52,Kraków,0,2005.0,1800,0,0,0,0,1,1,1,0,0,0
1,27,Kraków,0,1903.0,1500,0,1,0,0,0,0,0,0,0,0
1,32,Kraków,0,2020.0,1780,1,1,0,0,1,0,1,0,0,0
1,28,Kraków,0,2020.0,1799,1,0,0,1,1,0,0,1,0,0
2,58,Kraków,0,2013.0,2250,0,1,0,0,0,0,1,0,0,0
1,32,Kraków,0,2020.0,1780,1,1,0,0,1,0,1,0,0,0
1,25,Kraków,0,2020.0,1630,1,0,0,0,0,0,1,0,0,0
2,42,Kraków,0,1973.0,1600,0,1,1,0,0,1,1,0,0,0
2,47,Kraków,0,2015.0,2260,0,1,0,0,0,1,1,0,0,0
1,32,Kraków,0,2020.0,1780,0,1,0,0,1,0,1,0,0,0
2,50,Kraków,0,2018.0,2400,0,1,0,0,0,1,1,0,0,0
1,35,Kraków,0,2008.0,1500,0,1,0,0,0,0,0,0,0,0
2,38,Kraków,0,1965.0,1450,0,1,0,0,0,0,0,0,0,0
1,37,Kraków,1,2003.0,1650,0,1,1,1,0,0,0,0,0,0
3,65,Kraków,0,2010.0,3100,0,1,0,0,0,1,1,0,0,0
2,49,Kraków,0,2014.0,2100,0,1,0,0,1,0,1,0,0,0
2,50,Kraków,0,2010.0,3000,1,0,0,0,0,0,1,0,0,1
2,45,Kraków,0,2020.0,2100,1,0,0,0,0,0,0,0,0,0
4,80,Kraków,0,1920.0,3500,1,1,0,0,0,0,0,0,0,0
2,37,Kraków,0,1970.0,1300,0,0,0,0,0,0,0,0,0,0
2,40,Kraków,0,1939.0,1850,0,0,0,0,0,1,0,1,0,0
2,40,Kraków,0,2019.0,1850,0,1,0,0,1,0,1,0,0,0
1,21,Kraków,0,1930.0,1200,0,0,0,0,0,0,0,0,0,0
2,34,Kraków,0,1906.0,1600,0,0,0,0,0,0,0,0,0,0
3,58,Kraków,0,2019.0,4150,1,1,0,1,1,1,0,0,0,1
1,31,Kraków,0,1960.0,1250,0,0,1,0,0,1,0,0,0,0
2,39,Kraków,0,2013.0,1950,0,1,0,0,0,0,1,0,0,0
2,42,Kraków,0,2018.0,2000,0,1,0,0,1,0,0,0,0,0
3,111,Kraków,0,2010.0,6850,1,1,0,0,0,1,1,0,0,1
2,49,Kraków,0,2020.0,2400,0,1,0,0,0,0,1,0,0,0
3,56,Kraków,0,2019.0,2200,0,1,0,0,1,0,1,0,0,0
3,55,Kraków,0,2009.0,2080,0,0,0,0,0,0,1,0,0,0
2,68,Kraków,0,2010.0,2700,0,0,0,0,0,0,0,0,0,0
1,23,Kraków,0,2018.0,1400,0,0,0,1,1,0,0,1,0,0
4,140,Kraków,0,2010.0,8000,0,1,0,0,1,0,1,0,0,0
2,35,Kraków,0,1969.0,1700,0,0,1,0,0,1,1,0,0,0
2,32,Kraków,0,2010.0,1300,0,0,0,0,0,0,0,0,0,0
2,40,Kraków,0,2010.0,1400,0,0,0,0,0,0,0,0,0,0
2,70,Kraków,0,1913.0,3450,0,0,0,0,0,0,0,0,0,0
2,70,Kraków,0,1913.0,3450,0,0,0,0,0,1,0,0,0,0
2,42,Kraków,0,2018.0,2436,0,0,0,1,0,0,1,0,1,1
2,46,Kraków,0,1900.0,1950,0,0,0,0,0,0,0,0,0,0
1,31,Kraków,0,2015.0,1200,0,1,0,0,1,0,1,0,0,0
2,51,Kraków,0,2008.0,2140,0,0,0,0,1,0,1,0,0,0
3,100,Kraków,0,2004.0,3750,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,2015.0,2100,0,0,0,0,1,0,1,0,0,0
3,124,Kraków,0,2015.0,5244,1,1,0,0,0,1,1,0,1,0
3,65,Kraków,0,2010.0,3100,0,1,0,0,0,1,1,0,0,0
3,64,Kraków,0,2015.0,4150,0,1,0,0,1,0,1,0,0,0
2,35,Kraków,0,2014.0,1600,0,1,0,0,0,0,0,0,0,0
2,53,Kraków,0,2009.0,1905,0,1,0,0,0,0,0,0,0,0
1,38,Kraków,0,2000.0,1480,0,1,0,1,0,1,0,0,0,0
2,38,Kraków,0,2010.0,2500,0,0,0,0,1,0,0,0,0,0
2,37,Kraków,0,1970.0,1300,0,0,0,0,0,0,0,0,0,0
2,49,Kraków,0,1960.0,1900,0,1,1,0,0,0,1,0,0,0
2,50,Kraków,0,2015.0,2100,0,0,0,0,1,0,0,0,0,0
2,50,Kraków,0,2015.0,2100,0,0,0,0,1,0,0,0,0,0
2,40,Kraków,0,2020.0,2500,0,1,1,0,1,0,0,1,0,0
2,39,Kraków,0,1980.0,1400,0,0,0,0,0,1,0,0,0,0
2,64,Kraków,0,1950.0,3000,1,0,0,0,0,0,0,0,0,0
4,90,Kraków,0,2018.0,5500,0,1,0,0,1,0,0,0,0,1
2,51,Kraków,0,2012.0,2100,0,1,0,0,1,1,1,0,0,0
2,44,Kraków,0,2019.0,2715,1,1,0,1,1,0,1,0,0,0
2,64,Kraków,0,1939.0,2300,0,1,0,0,0,1,0,0,0,0
2,46,Kraków,0,2000.0,1785,0,1,0,0,0,1,0,0,0,0
2,49,Kraków,0,2017.0,2000,0,0,0,0,1,0,1,0,0,0
2,47,Kraków,0,2017.0,2000,0,0,0,0,1,0,1,0,0,0
3,56,Kraków,0,1900.0,2000,0,0,1,0,0,1,0,0,0,0
1,32,Kraków,0,1950.0,1200,0,0,0,0,0,0,1,0,0,0
1,36,Kraków,0,2014.0,1600,0,1,1,0,1,0,1,0,0,0
2,80,Kraków,0,1940.0,3700,0,0,0,1,1,0,1,0,0,0
2,35,Kraków,0,2016.0,1950,0,1,0,0,1,0,1,0,0,0
2,43,Kraków,0,2006.0,1600,0,1,0,0,0,0,1,0,0,0
2,40,Kraków,0,2000.0,2100,0,1,0,0,0,0,0,0,0,0
1,36,Kraków,0,2001.0,1400,0,0,0,0,0,1,0,0,0,0
1,30,Kraków,1,2019.0,1480,1,0,0,0,0,0,1,0,0,1
2,40,Kraków,1,2013.0,2530,1,1,0,1,1,0,0,1,0,0
1,20,Kraków,0,1931.0,1450,0,0,0,0,0,0,0,1,0,0
2,42,Kraków,0,2019.0,1900,0,1,0,0,1,0,1,0,0,0
3,41,Kraków,0,1900.0,2440,0,0,0,0,0,1,0,0,0,0
3,63,Kraków,0,2014.0,3000,1,1,0,0,1,1,1,0,0,0
3,63,Kraków,0,2010.0,2750,1,1,0,0,0,1,1,0,0,0
2,32,Kraków,0,1931.0,1750,0,0,0,0,0,0,0,1,0,0
2,50,Kraków,0,2016.0,2680,0,1,0,0,1,0,1,0,0,0
2,38,Kraków,0,2013.0,2200,1,1,0,0,0,0,0,0,0,0
2,49,Kraków,0,2018.0,1900,0,1,0,0,0,0,1,0,0,0
1,31,Kraków,1,2001.0,1800,0,1,0,0,0,1,0,0,0,0
2,56,Kraków,1,2007.0,3080,1,0,0,0,1,0,0,1,0,0
1,30,Kraków,0,2016.0,1650,0,1,0,0,0,0,1,0,0,0
1,51,Kraków,0,1900.0,1820,0,1,0,1,0,1,0,0,0,0
2,38,Kraków,0,1970.0,1500,0,1,0,1,1,1,0,0,0,0
2,40,Kraków,0,1970.0,2400,0,1,1,1,0,1,0,0,0,0
2,50,Kraków,0,2005.0,1850,0,1,0,0,0,1,0,0,0,0
2,50,Kraków,0,2016.0,2150,0,0,0,0,1,0,1,0,0,0
2,48,Kraków,0,2009.0,2200,0,0,1,0,0,0,0,1,0,1
2,50,Kraków,0,1950.0,2500,0,0,1,0,0,0,0,0,0,0
3,58,Kraków,0,2019.0,3590,1,0,0,1,1,0,1,1,0,1
4,73,Kraków,0,2019.0,4363,1,1,0,1,1,0,1,1,0,0
1,35,Kraków,0,2005.0,1500,0,1,0,0,0,0,0,0,0,0
1,27,Kraków,0,1940.0,1900,0,0,0,0,0,0,0,0,0,0
2,53,Kraków,0,2003.0,2200,0,1,1,0,0,1,1,0,0,0
2,46,Kraków,0,2009.0,2300,1,1,0,0,1,0,1,0,0,0
2,39,Kraków,1,2018.0,1800,0,1,0,1,0,1,0,0,0,1
1,32,Kraków,1,2017.0,1785,1,1,0,0,1,0,0,1,0,0
1,34,Kraków,0,1986.0,1350,0,1,1,0,0,1,0,0,0,0
2,45,Kraków,0,1980.0,2000,0,0,0,0,0,0,0,0,0,0
2,35,Kraków,0,2017.0,1900,0,0,0,0,1,0,1,0,0,0
2,45,Kraków,0,2017.0,2200,0,0,0,0,1,0,1,0,0,0
2,40,Kraków,0,2020.0,2453,0,0,0,0,0,0,0,0,0,0
2,55,Kraków,0,2017.0,2200,0,1,0,0,1,0,1,0,0,0
2,42,Kraków,0,2016.0,1950,0,1,0,0,1,0,0,0,0,0
1,34,Kraków,0,1900.0,1650,0,0,0,0,0,0,0,0,0,0
1,20,Kraków,0,1980.0,1250,0,1,0,0,0,0,0,0,0,0
3,111,Kraków,0,2010.0,5900,0,1,0,0,1,0,1,0,0,0
2,46,Kraków,0,2012.0,1600,1,1,0,0,0,0,0,0,0,0
3,108,Kraków,0,2010.0,7160,1,1,0,0,0,1,1,0,1,1
3,59,Kraków,0,2010.0,2660,1,1,0,0,1,0,1,0,0,1
1,29,Kraków,0,1966.0,1400,0,1,1,0,0,1,0,0,0,0
2,44,Kraków,0,2016.0,2000,1,1,0,1,1,1,1,0,0,1
1,36,Kraków,0,2005.0,1600,0,1,0,0,1,1,0,0,0,0
2,56,Kraków,0,2010.0,2500,0,1,0,0,1,0,0,0,0,0
2,60,Kraków,0,2014.0,2300,0,0,0,0,1,0,0,0,0,0
